sale_id,event_id,buyer_name,buyer_email,buyer_phone,qty,subtotal,channel,purchased_at
ft_sal_000469,ft_evt_0051,López David,david.lopez@hotmail.com,(+57) 304-089-9983,2,98000,WEB,2026-06-30 13:00:00
ft_sal_000470,ft_evt_0051,Fabián Peña,fabianpena180@gmail.com,+57 321 7114192,1,0,BOX_OFFICE,2026-07-07 20:00:00
ft_sal_000471,ft_evt_0051,MARIANA GUERRERO,marianaguerrero909@gmail.com,3251033300,3,456000,WEB,2026-06-24 04:00:00
ft_sal_000472,ft_evt_0051,Paula Cardenas,paula.cardenas684@hotmail.com,3020138689,2,90000,WEB,2026-06-23 00:00:00
ft_sal_000473,ft_evt_0051,Santiago Bermúdez Suárez,santiago.bermudez12+boletas@hotmail.com,310 578 8214,2,258000,BOX_OFFICE,2026-07-07 12:00:00
ft_sal_000474,ft_evt_0051,Céspedes Camila,camila.cespedes@gmail.com,3160948274,1,97000,WEB,2026-07-01 00:00:00
ft_sal_000475,ft_evt_0051,Felipe Vargas Guerrero,felipevargas686@yahoo.com,573137056181,2,110000,WEB,2026-06-26 08:00:00
ft_sal_000476,ft_evt_0051,Valentina Muñoz Quintero,VALENTINA.MUNOZ167@GMAIL.COM,316 333 3769,1,42000,WEB,2026-06-21 00:00:00
ft_sal_000477,ft_evt_0051,Paula Bermúdez,paula.bermudez53@gmail.com,303 958 8956,2,0,WEB,2026-06-25 13:00:00
ft_sal_000478,ft_evt_0051,Juliana Muñoz Quintero,JULIANA.MUNOZ60@GMAIL.COM,+57 312 8618851,1,0,WEB,2026-06-27 05:00:00
ft_sal_000479,ft_evt_0051,Mariana Valencia,marianavalencia878@hotmail.com,,1,58000,WEB,2026-07-01 10:00:00
ft_sal_000480,ft_evt_0051,Ricardo Arango,ricardoarango@gmail.com,3172425848,2,186000,RRPP,2026-06-28 02:00:00
ft_sal_000481,ft_evt_0051,Sara Cespedes,saracespedes252@gmail.com,3127210353,2,90000,ADMIN,2026-06-27 07:00:00
ft_sal_000482,ft_evt_0051,A. López,andres.lopez80@hotmial.com,(+57) 322-682-1159,1,44000,BOX_OFFICE,2026-07-07 10:00:00
ft_sal_000483,ft_evt_0051,nicolás suárez,nicolassuarez595@gmail.com,(+57) 327-224-3032,1,44000,WEB,2026-07-03 06:00:00
ft_sal_000484,ft_evt_0051,Camila Ramírez,camila.ramirez689@gmail.com,+57 302 3006245,3,0,WEB,2026-06-30 15:00:00
ft_sal_000485,ft_evt_0051,María Mejía,mariamejia575@gmail.com,(+57) 301-458-2234,1,133000,WEB,2026-06-17 10:00:00
ft_sal_000486,ft_evt_0051,Sebastián Suárez,sebastian.suarez565@hotmail.com,3125573304,1,43000,WEB,2026-06-20 04:00:00
ft_sal_000487,ft_evt_0051,David Valencia,david.valencia292@gmail.com,302 852 2200,2,176000,WEB,2026-06-27 20:00:00
ft_sal_000488,ft_evt_0051,Valencia Diana,diana.valencia27@gmail.com,3198411865,3,129000,BOX_OFFICE,2026-07-07 19:00:00
ft_sal_000489,ft_evt_0051,tatiana peña,paula.rojas24@gmail.com,(+57) 306-630-9953,3,135000,WEB,2026-06-29 04:00:00
ft_sal_000490,ft_evt_0051,Sara Cárdenas,saracardenas473@yahoo.com,306 260 2317,1,132000,WEB,2026-07-02 05:00:00
ft_sal_000491,ft_evt_0051,Julián Peña Ospina,julianpena186@gmail.com,320 428 6225,2,284000,WEB,2026-07-03 17:00:00
ft_sal_000492,ft_evt_0051,Paula Vargas,paula.vargas705@gmail.com,3179728279,2,166000,WEB,2026-06-28 03:00:00
ft_sal_000493,ft_evt_0051,Natalia López Valencia,natalialopez656@gmail.com,573029810014,1,59000,WEB,2026-07-03 04:00:00
ft_sal_000494,ft_evt_0051,Quintero Carolina,carolinaquintero339@gmail.com,3037428554,2,92000,WEB,2026-07-01 13:00:00
ft_sal_000495,ft_evt_0051,Juliana Moreno,juliana.moreno@hotmail.com,3291414536,1,64000,WEB,2026-06-26 07:00:00
ft_sal_000496,ft_evt_0051,ALEJANDRA LÓPEZ,alejandralopez390@hotmail.com,573037936087,1,0,WEB,2026-06-26 11:00:00
ft_sal_000497,ft_evt_0051,Isabella Vargas,isabella.vargas@hotmail.com,573126503567,1,87000,WEB,2026-06-25 09:00:00
ft_sal_000498,ft_evt_0051,Nicolás Ramírez Gómez,nicolas.ramirez934@outlook.com,316 507 2384,6,534000,WEB,2026-06-23 14:00:00
ft_sal_000499,ft_evt_0051,Ricardo Vargas,RICARDO.VARGAS@PROTON.ME,+57 310 5192355,2,190000,WEB,2026-06-26 10:00:00
ft_sal_000500,ft_evt_0051,Alejandro Cárdenas Betancur,alejandrocardenas571@gmail.com,573219747623,3,411000,WEB,2026-07-01 20:00:00
ft_sal_000501,ft_evt_0051,Camila Zapata,camilazapata759@gmail.com,322 548 5974,1,154000,WEB,2026-06-27 09:00:00
ft_sal_000502,ft_evt_0051,Sara Guerrero,sara.guerrero522@gmail.com,315 858 2154,2,92000,WEB,2026-06-25 03:00:00
ft_sal_000503,ft_evt_0051,Santiago Gómez,santiagogomez568@hotmail.com,300 734 1439,1,0,WEB,2026-07-04 07:00:00
ft_sal_000504,ft_evt_0051,valentina muñoz,valentinamunoz954@gmail.com,573238549091,2,122000,WEB,2026-06-27 13:00:00
ft_sal_000505,ft_evt_0051,Laura Peña Zapata,laura.pena@gmail.com,573121072969,2,110000,WEB,2026-06-30 09:00:00
ft_sal_000506,ft_evt_0051,ricardo cifuentes,RICARDO.CIFUENTES483@GMAIL.COM,,1,46000,WEB,2026-07-01 01:00:00
ft_sal_000507,ft_evt_0051,Carlos Valencia,daniel.hernandez351@gmail.com,573226862344,3,204000,RRPP,2026-06-24 12:00:00
ft_sal_000508,ft_evt_0051,fabián rodríguez,fabian.odriguez40@gmail.com,(+57) 302-161-3391,3,441000,WEB,2026-07-04 07:00:00
ft_sal_000509,ft_evt_0051,Mateo Cifuentes López,mateocifuentes277@outlook.com,300 738 5287,4,168000,WEB,2026-07-03 02:00:00
ft_sal_000510,ft_evt_0051,Moreno Camila,camila.moreno49@gmail.com,573216931374,3,162000,WEB,2026-06-25 09:00:00
ft_sal_000511,ft_evt_0051,Felipe Arango,felipearango868@gmail.com,(+57) 303-523-5324,1,97000,WEB,2026-06-23 08:00:00
ft_sal_000512,ft_evt_0051,Camilo Céspedes,camilo.cespedes66@yahoo.com,,2,118000,WEB,2026-07-01 09:00:00
ft_sal_000513,ft_evt_0051,JULIÁN RAMÍREZ,julian.ramirez6@gmail.com,573142459002,2,122000,WEB,2026-06-25 03:00:00
ft_sal_000514,ft_evt_0051,Mejía Paula,paula.mejia@hotmail.com,(+57) 316-741-8538,1,0,WEB,2026-06-29 03:00:00
ft_sal_000515,ft_evt_0051,Óscar Restrepo,oscarrestrepo471@hotmail.com,3025513373,1,49000,WEB,2026-06-29 18:00:00
ft_sal_000516,ft_evt_0051,sara hernández,sarahernandez302@gmail.com,573183469614,2,0,BOX_OFFICE,2026-07-07 14:00:00
ft_sal_000517,ft_evt_0051,Miguel Restrepo,miguel.restrepo73@hotmail.com,3032234459,6,288000,BOX_OFFICE,2026-07-07 05:00:00
ft_sal_000518,ft_evt_0051,Carolina Rojas,carolinarojas700@hotmail.com,322 270 5287,2,122000,BOX_OFFICE,2026-07-07 18:00:00
ft_sal_000519,ft_evt_0051,David Mejía,davidmejia607@hotmail.com,573281886096,6,282000,WEB,2026-06-25 05:00:00
ft_sal_000520,ft_evt_0051,paula moreno,paulamoreno720@hotmail.com,573275798715,1,47000,WEB,2026-07-03 12:00:00
ft_sal_000521,ft_evt_0051,Juliana Salazar,julianasalazar711@hotmail.com,(+57) 315-212-2463,3,126000,WEB,2026-06-29 06:00:00
ft_sal_000522,ft_evt_0051,David Peña Ramírez,davidpena863@gmail.com,,1,61000,BOX_OFFICE,2026-07-07 07:00:00
ft_sal_000523,ft_evt_0051,Daniela Muñoz,danielamunoz683@gmail.com,+57 312 2656233,2,292000,WEB,2026-07-06 04:00:00
ft_sal_000524,ft_evt_0051,Carolina Rojas,carolinarojas99@gmail.com,,1,64000,BOX_OFFICE,2026-07-07 03:00:00
ft_sal_000525,ft_evt_0051,Carlos Salazar,carlossalazar98@gmail.com,3241815871,2,196000,WEB,2026-06-29 11:00:00
ft_sal_000526,ft_evt_0051,JULIANA GUERRERO,julianaguerrero244@outlook.com,(+57) 303-985-7421,1,55000,RRPP,2026-07-03 12:00:00
ft_sal_000527,ft_evt_0051,Alejandra Ospina,alejandraospina889@gmail.com,328 122 0578,1,95000,WEB,2026-06-23 03:00:00
ft_sal_000528,ft_evt_0051,Manuela Restrepo,manuela.restrepo465+spam@outlook.com,(+57) 325-124-3461,6,258000,WEB,2026-07-02 10:00:00
ft_sal_000529,ft_evt_0051,Isabella Pena,isabellapena476@gmail.com,+57 300 0355480,6,564000,ADMIN,2026-06-30 17:00:00
ft_sal_000530,ft_evt_0051,Valentina Cifuentes,valentinacifuentes139@gmail.com,(+57) 306-604-5726,1,47000,WEB,2026-06-26 15:00:00
ft_sal_000531,ft_evt_0051,Miguel Valencia,miguelvalencia66@gmail.com,3071668515,4,404000,WEB,2026-06-27 09:00:00
ft_sal_000532,ft_evt_0051,Nicolás Martínez Zapata,nicolasmartinez487@gmail.com,(+57) 314-057-9573,2,94000,WEB,2026-06-25 06:00:00
ft_sal_000533,ft_evt_0051,Mariana Rodríguez,mariana.rodriguez@gmial.com,3266342239,3,258000,WEB,2026-06-26 15:00:00
ft_sal_000534,ft_evt_0051,sebastián muñoz,sebastianmunoz728@outlook.com,+57 321 2002339,1,57000,WEB,2026-06-22 10:00:00
ft_sal_000535,ft_evt_0051,ALEJANDRO VALENCIA,alejandrovalencia60@hotmail.com,+57 313 0856003,1,61000,WEB,2026-06-19 16:00:00
ft_sal_000536,ft_evt_0051,X. Gómez,ximena.gomez695@outlook.com,573024060077,2,86000,WEB,2026-06-29 08:00:00
ft_sal_000537,ft_evt_0051,Catalina Vargas,catalinavargas810@gmail.com,(+57) 314-375-7564,1,90000,WEB,2026-06-21 05:00:00
ft_sal_000538,ft_evt_0051,Ximena Jiménez Mejía,ximena.jimenez37@gmail.com,305 024 3556,6,372000,WEB,2026-06-26 14:00:00
ft_sal_000539,ft_evt_0051,Miguel Guerrero,miguelguerrero64@gmail.com,(+57) 321-453-3736,1,60000,WEB,2026-06-30 17:00:00
ft_sal_000540,ft_evt_0051,María Mejía,maria.mejia26@gmail.com,(+57) 311-423-1255,3,0,BOX_OFFICE,2026-07-07 06:00:00
ft_sal_000541,ft_evt_0051,Tatiana Jiménez,tatianajimenez78@gmail.com,+57 313 8129018,3,273000,WEB,2026-06-23 05:00:00
ft_sal_000542,ft_evt_0051,Nicolas Ortiz,nicolas.ortiz47+spam@outlook.com,3238254874,1,90000,WEB,2026-06-25 01:00:00
ft_sal_000543,ft_evt_0051,ESTEBAN SALAZAR,esteban.salazar75@gmail.com,312 551 7091,3,132000,WEB,2026-06-24 12:00:00
ft_sal_000544,ft_evt_0051,Valentina Ospina,valentina.ospina18@gmail.com,573155171603,2,124000,WEB,2026-07-02 04:00:00
ft_sal_000545,ft_evt_0051,tatiana salazar,tatianasalazar111@gmail.com,3177152101,3,183000,WEB,2026-06-29 00:00:00
ft_sal_000546,ft_evt_0051,Esteban Gómez,estebangomez578@hotmail.com,324 865 1287,4,520000,WEB,2026-06-27 08:00:00
ft_sal_000547,ft_evt_0051,miguel quintero,miguel.quintero@outlook.com,573234739893,2,92000,WEB,2026-06-24 12:00:00
ft_sal_000548,ft_evt_0051,Juliana Vargas,JULIANA.VARGAS@GMAIL.COM,+57 306 8832572,1,60000,WEB,2026-06-28 00:00:00
ft_sal_000549,ft_evt_0051,MARIANA SALAZAR,mariana.salazr79@outlook.com,3271337650,1,42000,WEB,2026-06-25 08:00:00
ft_sal_000550,ft_evt_0051,Zapata Esteban,esteban.zapata84+boletas@proton.me,3222215549,4,172000,WEB,2026-06-30 15:00:00
ft_sal_000551,ft_evt_0051,Paula Bermúdez,paula.bermudez53@gmail.com,+57 303 9588956,1,44000,ADMIN,2026-07-05 20:00:00
ft_sal_000552,ft_evt_0051,Daniela Valencia,daniela.valencia122@gmail.com,+57 325 2784218,1,59000,WEB,2026-07-03 05:00:00
ft_sal_000553,ft_evt_0051,Juan Quintero,juan.quintero39@proton.me,573176151015,2,114000,WEB,2026-06-27 16:00:00
ft_sal_000554,ft_evt_0051,Camila Zapata,camilazapata315@gmail.com,3205613175,1,0,WEB,2026-06-22 10:00:00
ft_sal_000555,ft_evt_0051,Isabella Guerrero,isabella.guerrero36@gmail.com,,2,194000,WEB,2026-07-03 01:00:00
ft_sal_000556,ft_evt_0051,Valentina Cárdenas,valentina.cardenas42@hotmail.com,(+57) 320-735-3824,2,122000,WEB,2026-06-26 06:00:00
ft_sal_000557,ft_evt_0051,Catalina Arango,CATALINA.ARANGO@GMAIL.COM,573242542463,2,114000,WEB,2026-06-25 00:00:00
ft_sal_000558,ft_evt_0051,PAULA QUINTERO,paulaquintero552@gmail.com,(+57) 323-309-2988,3,0,WEB,2026-06-30 17:00:00
ft_sal_000559,ft_evt_0051,Juliana Cárdenas,julianacardenas346@hotmail.com,3124617282,1,0,WEB,2026-06-30 19:00:00
ft_sal_000560,ft_evt_0051,Julián Ortiz,julian.ortiz@gmail.com,573021288685,1,0,WEB,2026-06-24 17:00:00
ft_sal_000561,ft_evt_0051,Juan Quintero,juan.quintero839+compras@gmail.com,318 042 4014,4,216000,BOX_OFFICE,2026-07-07 01:00:00
ft_sal_000562,ft_evt_0051,Restrepo Laura,laurarestrepo56@outlook.com,+57 328 1096676,1,40000,WEB,2026-07-03 05:00:00
ft_sal_000563,ft_evt_0051,Julián Betancur,julian.betancur837@gmial.com,318 843 1708,1,42000,WEB,2026-06-27 18:00:00
ft_sal_000564,ft_evt_0051,David Ortiz,david.ortiz713+spam@gmail.com,(+57) 309-789-7012,2,92000,BOX_OFFICE,2026-07-07 17:00:00
ft_sal_000565,ft_evt_0051,Julián Zapata Ospina,julianzapata193@proton.me,3169025449,2,88000,WEB,2026-06-24 10:00:00
ft_sal_000566,ft_evt_0051,Andrés Rodríguez,andres.rodriguez110+boletas@gmail.com,3174323300,2,92000,WEB,2026-06-27 10:00:00
ft_sal_000567,ft_evt_0051,Vargas Julián,julian.vargas@gmail.com,+57 327 9438374,1,60000,WEB,2026-06-30 14:00:00
ft_sal_000568,ft_evt_0051,D. Ospina,daniel.ospina@gmail.com,301 500 7294,1,141000,BOX_OFFICE,2026-07-07 14:00:00
ft_sal_000569,ft_evt_0051,Julián Quintero,julianquintero172@yahoo.com,+57 300 0489130,2,292000,WEB,2026-07-05 03:00:00
ft_sal_000570,ft_evt_0051,felipe suárez,felipe.suarez67@gmail.com,302 579 4374,1,127000,WEB,2026-06-24 04:00:00
ft_sal_000571,ft_evt_0051,Laura Muñoz Arango,lura.munoz@gmail.com,+57 315 9809585,1,46000,WEB,2026-06-28 00:00:00
ft_sal_000572,ft_evt_0051,CAMILA LÓPEZ,camilalopez236@gmail.com,+57 310 2234074,1,58000,WEB,2026-06-27 16:00:00
ft_sal_000573,ft_evt_0051,Ricardo Rodriguez,ricardorodriguez752@gmail.com,+57 326 0232553,1,104000,WEB,2026-06-26 10:00:00
ft_sal_000574,ft_evt_0051,maría céspedes,mariacespedes832@gmail.com,328 037 3148,2,130000,WEB,2026-06-22 00:00:00
ft_sal_000575,ft_evt_0051,Sebastián Betancur,sebastian.betancur76@gmail.com,+57 329 0513043,3,294000,WEB,2026-06-19 17:00:00
ft_sal_000576,ft_evt_0051,Miguel Mejía,miguelmejia29@hotmail.com,573020954514,2,182000,BOX_OFFICE,2026-07-07 18:00:00
ft_sal_000577,ft_evt_0051,A. Guerrero,santiago.ospina41@hotmail.com,308 986 7138,1,143000,WEB,2026-06-28 02:00:00
ft_sal_000578,ft_evt_0051,Alejandra Cárdenas,alejandra.cardenas+compras@gmail.com,327 185 4125,6,822000,WEB,2026-06-27 16:00:00
ft_sal_000579,ft_evt_0051,Salazar Felipe,felipesalazar19@gmail.com,573065662943,6,348000,BOX_OFFICE,2026-07-07 19:00:00
ft_sal_000580,ft_evt_0051,Valentina Valencia,valentinavalencia798@gmail.com,(+57) 311-027-3896,2,114000,WEB,2026-06-29 05:00:00
ft_sal_000581,ft_evt_0051,Alejandro Guerrero,alejandro.guerrero49@outlook.com,573006428910,1,0,BOX_OFFICE,2026-07-07 04:00:00
ft_sal_000582,ft_evt_0051,Andrés Cifuentes,andres.cifuentes25@gmail.com,321 475 8610,1,90000,WEB,2026-06-22 02:00:00
ft_sal_000583,ft_evt_0051,Diego Restrepo,diegorestrepo69@yahoo.com,3115816500,1,48000,WEB,2026-06-17 08:00:00
ft_sal_000584,ft_evt_0051,Peña Ricardo,ricardo.pena498@gmail.com,573170397915,2,90000,WEB,2026-06-30 07:00:00
ft_sal_000585,ft_evt_0051,Mariana Ospina,marianaospina702@gmail.com,,1,43000,WEB,2026-06-26 05:00:00
ft_sal_000586,ft_evt_0051,Catalina Muñoz Arango,catalina.munoz933@hotmail.com,328 084 1186,1,94000,WEB,2026-06-23 08:00:00
ft_sal_000587,ft_evt_0051,Mariana Martínez,marianamartinez703@gmail.com,314 124 3040,2,86000,WEB,2026-06-30 15:00:00
ft_sal_000588,ft_evt_0051,Carlos Restrepo,carlosrestrepo850@gmail.com,3140208448,1,49000,BOX_OFFICE,2026-07-07 20:00:00
ft_sal_000589,ft_evt_0051,Ximena Ramirez,XIMENA.RAMIREZ13@GMAIL.COM,3265514847,1,99000,WEB,2026-06-27 03:00:00
ft_sal_000590,ft_evt_0051,Julián Jiménez,julianjimenez896@outlook.com,3084725166,1,46000,WEB,2026-07-01 09:00:00
ft_sal_000591,ft_evt_0051,Catalina Suárez,CATALINA.SUAREZ39@GMAIL.COM,306 797 3891,1,47000,WEB,2026-06-28 19:00:00
ft_sal_000592,ft_evt_0051,Sara Jiménez,sara.jimenez@gmail.com,573018580675,3,0,WEB,2026-06-26 04:00:00
ft_sal_000593,ft_evt_0051,Andrés López,andres.lopez80@hotmail.com,(+57) 322-682-1519,1,61000,WEB,2026-06-23 18:00:00
ft_sal_000594,ft_evt_0051,Ospina Mateo,mateoospina795@gmail.com,,3,132000,WEB,2026-06-22 05:00:00
ft_sal_000595,ft_evt_0051,Sara Castro Gómez,sara.castro@proton.me,+57 320 0993917,2,288000,WEB,2026-06-29 06:00:00
ft_sal_000596,ft_evt_0051,Santiago Hernández,santiago.hernandez760@gmail.com,3116827531,2,94000,WEB,2026-06-21 04:00:00
ft_sal_000597,ft_evt_0051,Nicolás Martínez,nicolasmartinez304@hotmail.com,+57 329 9827960,2,118000,BOX_OFFICE,2026-07-07 17:00:00
ft_sal_000598,ft_evt_0051,Tatiana Cifuentes,tatianacifuentes921@gmail.com,+57 315 5142803,3,0,WEB,2026-06-27 04:00:00
ft_sal_000599,ft_evt_0051,mateo zapata,mateozapata297@hotmail.com,,2,88000,WEB,2026-07-01 14:00:00
ft_sal_000600,ft_evt_0051,Miguel Guerrero,miguel.guerrero4@outlook.com,(+57) 322-939-4902,2,92000,WEB,2026-06-22 10:00:00
ft_sal_000601,ft_evt_0051,Esteban Martinez,esteban.martinez154@gmail.com,(+57) 303-019-8703,3,129000,WEB,2026-06-30 20:00:00
ft_sal_000602,ft_evt_0051,David Zapata,david.zapata18@yahoo.com,3192345168,2,190000,BOX_OFFICE,2026-07-07 13:00:00
ft_sal_000603,ft_evt_0051,Esteban Quintero,esteban.quintero829@gmial.com,(+57) 301-130-2893,6,798000,WEB,2026-06-29 02:00:00
ft_sal_000604,ft_evt_0051,Valentina Ospina,valentina.ospina18@gmail.com,3155171603,1,47000,WEB,2026-06-25 06:00:00
ft_sal_000605,ft_evt_0051,M. Castro,miguelcastro268@icloud.com,573088654074,1,45000,ADMIN,2026-06-21 20:00:00
ft_sal_000606,ft_evt_0051,X. Ramírez,ximena.ramirez13@hotmail.com,3265514847,1,58000,WEB,2026-06-19 15:00:00
ft_sal_000607,ft_evt_0051,T. López,TATIANA.LOPEZ90@GMAIL.COM,+57 314 9701986,2,188000,WEB,2026-06-30 05:00:00
ft_sal_000608,ft_evt_0051,Carolina Salazar,carolinasalazar968@hotmail.com,,1,45000,WEB,2026-06-30 08:00:00
ft_sal_000609,ft_evt_0051,valentina cárdenas,valentinacardenas268@gmail.com,,2,92000,WEB,2026-06-29 14:00:00
ft_sal_000610,ft_evt_0051,Andres Gonzalez,andresgonzalez556@yahoo.com,309 093 8060,1,49000,WEB,2026-06-28 17:00:00
ft_sal_000611,ft_evt_0051,Maria Cardenas,mariacardenas364@gmail.com,573227988637,6,354000,BOX_OFFICE,2026-07-07 06:00:00
ft_sal_000612,ft_evt_0051,Mateo Gómez,mateogomez235@gmail.com,+57 310 2345301,2,188000,BOX_OFFICE,2026-07-07 06:00:00
ft_sal_000613,ft_evt_0051,camilo martínez,catalina.munoz93@gmail.com,316 921 5978,3,270000,WEB,2026-06-23 19:00:00
ft_sal_000614,ft_evt_0051,Fabián Peña,fabian.pena@yahoo.com,314 015 6181,1,41000,WEB,2026-06-21 05:00:00
ft_sal_000615,ft_evt_0051,laura castro,laura.castro138@gmail.com,3159933242,2,90000,WEB,2026-06-23 15:00:00
ft_sal_000616,ft_evt_0051,Mariana Zapata,mariana.zapata682@gmail.com,3267120950,4,180000,BOX_OFFICE,2026-07-07 07:00:00
ft_sal_000617,ft_evt_0051,laura castro,lauracastro301@gmail.com,3293283767,1,100000,WEB,2026-07-04 05:00:00
ft_sal_000618,ft_evt_0051,Juliana Peña Restrepo,luisa.pena506@gmail.com,(+57) 312-465-3728,1,63000,WEB,2026-07-01 01:00:00
ft_sal_000619,ft_evt_0051,S. López,sebastianlopez918@outlook.com,(+57) 308-250-3530,2,0,WEB,2026-06-23 03:00:00
ft_sal_000620,ft_evt_0051,Bermúdez Diego,diego.bermudez@gmial.com,3116653336,1,44000,ADMIN,2026-06-19 04:00:00
ft_sal_000621,ft_evt_0051,Sebastián Hernández,sebastianhernandez198@gmail.com,,2,272000,WEB,2026-06-27 12:00:00
ft_sal_000622,ft_evt_0051,Cristian Rodríguez,cristian.rodriguez@gmail.com,(+57) 320-813-0127,1,43000,WEB,2026-06-25 03:00:00
ft_sal_000623,ft_evt_0051,RICARDO VALENCIA,ricardovalencia840@gmail.com,(+57) 325-117-1453,2,82000,BOX_OFFICE,2026-07-07 03:00:00
ft_sal_000624,ft_evt_0051,Juan Gómez Guerrero,juangomez590@gmail.com,317 219 6043,6,0,WEB,2026-06-27 04:00:00
ft_sal_000625,ft_evt_0051,Catalina Ortiz,catalina.ortiz@gmail.com,(+57) 312-999-0074,4,184000,WEB,2026-06-27 03:00:00
ft_sal_000626,ft_evt_0051,Juan Vargas,juanvargas55@hotmail.com,+57 317 3793713,1,63000,BOX_OFFICE,2026-07-07 03:00:00
ft_sal_000627,ft_evt_0051,CARLOS VARGAS,carlosvargas296@gmail.com,3073700601,2,88000,WEB,2026-06-22 19:00:00
ft_sal_000628,ft_evt_0051,Felipe Cifuentes,felipecifuentes480@gmail.com,,2,96000,WEB,2026-07-01 13:00:00
ft_sal_000629,ft_evt_0051,camilo gonzález,camilo.gonzalez90@icloud.com,3243922409,4,0,RRPP,2026-07-01 05:00:00
ft_sal_000630,ft_evt_0051,María Cárdenas,mariacardenas102@gmail.com,573118200781,1,47000,WEB,2026-07-03 10:00:00
ft_sal_000631,ft_evt_0051,Carlos Muñoz,carlos.munoz72+eventos@outlook.com,3172972970,1,94000,WEB,2026-06-30 16:00:00
ft_sal_000632,ft_evt_0051,Alejandra Zapata,alejandrazapata134@gmail.com,,6,342000,WEB,2026-06-21 13:00:00
ft_sal_000633,ft_evt_0051,D. González,daniela.gonzalez@gmail.com,3090427594,1,45000,ADMIN,2026-06-25 03:00:00
ft_sal_000634,ft_evt_0051,Juliana López,julianalopez613@gmail.com,301 525 6554,1,58000,WEB,2026-06-24 06:00:00
ft_sal_000635,ft_evt_0051,carlos ortiz,carlos.ortiz8+eventos@icloud.com,326 212 0027,1,153000,WEB,2026-06-28 19:00:00
ft_sal_000636,ft_evt_0051,Catalina Cifuentes,catalinacifuentes231@gmail.com,(+57) 314-010-7822,1,45000,WEB,2026-06-21 17:00:00
ft_sal_000637,ft_evt_0051,manuela arango,juan.gomez12@gmail.com,,1,90000,WEB,2026-06-30 16:00:00
ft_sal_000638,ft_evt_0051,Sara Ospina,sara.ospina58@gmial.com,(+57) 323-293-1974,1,58000,BOX_OFFICE,2026-07-07 07:00:00
ft_sal_000639,ft_evt_0051,Ricardo Ospina,ricardoospina641@gmail.com,573231648627,1,62000,WEB,2026-06-19 05:00:00
ft_sal_000640,ft_evt_0051,Luisa Bermúdez,luisabermudez731@hotmail.com,3098273077,2,122000,WEB,2026-06-23 20:00:00
ft_sal_000641,ft_evt_0051,CAROLINA JIMÉNEZ,carolina.jimenez54@gmail.com,573066103188,2,96000,WEB,2026-06-29 20:00:00
ft_sal_000642,ft_evt_0051,Cárdenas Mateo,mateo.cardenas@proton.me,573209603004,3,141000,WEB,2026-07-06 17:00:00
ft_sal_000643,ft_evt_0051,Mariana Ramirez,marianaramirez877@outlook.com,(+57) 310-371-0138,1,89000,WEB,2026-06-26 10:00:00
ft_sal_000644,ft_evt_0051,Nicolás Céspedes,nicolas.cespedes38@hotmail.com,307 323 2990,1,65000,WEB,2026-07-05 04:00:00
ft_sal_000645,ft_evt_0051,Ricardo López,manuela.pena@gmail.com,(+57) 319-230-8617,3,180000,ADMIN,2026-06-23 14:00:00
ft_sal_000646,ft_evt_0051,Camilo Céspedes López,camilo.cespedes@gmail.com,321 641 4573,1,156000,BOX_OFFICE,2026-07-07 15:00:00
ft_sal_000647,ft_evt_0051,Diana Peña,dianapena609@gmail.com,573126114874,1,93000,BOX_OFFICE,2026-07-07 09:00:00
ft_sal_000648,ft_evt_0051,ESTEBAN MORENO,estebanmoreno900@gmail.com,573049245338,1,46000,WEB,2026-07-05 13:00:00
ft_sal_000649,ft_evt_0051,Manuela Pena,manuelapena379@hotmail.com,(+57) 302-690-6778,2,94000,WEB,2026-06-21 01:00:00
ft_sal_000650,ft_evt_0051,Carolina Mejia,carolina.mejia@icloud.com,,1,57000,WEB,2026-06-25 02:00:00
ft_sal_000651,ft_evt_0051,Rodríguez Isabella,isabella.rodriguez+boletas@yahoo.com,3083256518,3,189000,WEB,2026-06-29 20:00:00
ft_sal_000652,ft_evt_0051,Cifuentes Andrés,andrescifuentes351@gmail.com,320 477 6204,3,177000,WEB,2026-06-23 19:00:00
ft_sal_000653,ft_evt_0051,Paula Arango,paulaarango756@icloud.com,+57 310 0454919,1,99000,WEB,2026-06-23 08:00:00
ft_sal_000654,ft_evt_0051,Manuela Céspedes,manuelacespedes519@hotmail.com,+57 310 2506997,2,122000,WEB,2026-06-19 00:00:00
ft_sal_000655,ft_evt_0051,Alejandro Peña,alejandro.pena213@gmail.com,,2,86000,RRPP,2026-06-26 05:00:00
ft_sal_000656,ft_evt_0051,Alejandra Moreno,alejandramoreno71@gmail.com,(+57) 327-267-4613,6,840000,WEB,2026-06-20 13:00:00
ft_sal_000657,ft_evt_0051,Miguel Cárdenas,miguel.cardenas93@hotmail.com,(+57) 314-622-4458,1,48000,WEB,2026-06-27 20:00:00
ft_sal_000658,ft_evt_0051,Carolina González,carolinagonzalez77@hotmail.com,3282703469,1,48000,WEB,2026-06-27 20:00:00
ft_sal_000659,ft_evt_0051,T. Muñoz,tatianamunoz969@outlook.com,312 105 7167,2,92000,WEB,2026-07-02 03:00:00
ft_sal_000660,ft_evt_0051,cristian guerrero,cristianguerrero901@outlook.com,+57 304 2170498,1,46000,WEB,2026-06-25 00:00:00
